PCOD;PDIVISAO;PPRINCFORN;PREF;PMARCAMODE;PDESC;PUNIDADE;PVLUVEN3;PVLUVENDA;SALDO
5430;"9999";0;"XML";"XML";"ARRUELA LISA ZB 7/16";"CT";65.00;97.500;0.200
5434;"9999";0;"XML";"XML";"GUIA DESLIZANTE COM PLACA INOX SUPREMA BRANCO";"PC";1.61;2.415;8.000
5435;"9999";0;"XML";"XML";"BARRA REDONDA INOX-304 D 5/16P - 7,94MM A276";"M";19.80;29.700;1.000
5436;"9999";0;"XML";"XML";"PORCA BORBOLETA 3/8 ZINC CISER";"UNID";0.79;1.179;10.000
5437;"9999";0;"XML";"XML";"PARAF.PHILLIPS A.A INOX CAB.CHATA 6.3X60 CISER";"UNID";1.94;2.908;8.000
5442;"9999";0;"XML";"XML";"LAMP. 15W RETA ELET.6400K BR.3U OUROLUX#";"UN";12.00;18.000;6.000
5443;"9999";0;"XML";"XML";"MEC-TRONIC PETRA 1 TOM.2P+T 10A VERT.";"UN";8.42;12.630;1.000
5444;"9999";0;"XML";"XML";"GRAMPO SARGENTO TIPO C 08' TAFORT";"UN";51.47;77.205;2.000
5448;"9999";0;"XML";"XML";"BOTOEIRA BX1 - 3 FURO 22MM CCA";"UN";27.09;40.635;1.000
5469;"9999";0;"XML";"XML";"CABO FLEX 1MM BRANCO 750V RETALHO";"MT";1.85;2.775;3.000
5470;"0140";0;"XML";"XML";"CHAPA XADREZ (2,00) 14 (2X100)";"KG";6.86;10.290;512.000
5471;"0121";0;"XML";"XML";"PERFIL U 4' CH 12 (100 X 40 X 2,65)";"KG";6.55;9.825;108.000
5472;"0225";15;"XML";"XML";"BROCA ACO RAP 11.50MM";"UN";21.64;32.460;1.000
5473;"9999";0;"XML";"XML";"BLOCO CONTATO AUX. LADN22 SCHNEIDER";"UN";117.03;175.545;1.000
5478;"9999";0;"XML";"XML";"FILTRO REGULADOR 1'' JAW500010E / UN";"UN";500.00;750.000;1.000
5479;"9999";0;"XML";"XML";"NIPLE DUPLO NPT 411-08-08 1/2X1/2 / 210N-08-08";"UN";12.00;18.000;1.000
5480;"9999";0;"XML";"XML";"BUCHA RED MA/FE 1X3/4 1701E HALTBAR / 201N-16-12";"UN";20.00;30.000;2.000
5481;"9999";0;"XML";"XML";"ESPIGAO MACHO 3/4X3/4 0434E HALTBAR";"UN";25.35;38.025;1.000
5482;"9999";0;"XML";"XML";"CH FENDA SIMPLES 150 3/16 X 4 GEDORE UN";"UN";12.00;18.000;1.000
5483;"9999";0;"XML";"XML";"CH PHILIPS 160 3/16X4 GEDORE / UN";"UN";13.50;20.250;1.000
5484;"9999";0;"XML";"XML";"CH PHILIPS 160 1/8X6 GEDORE / UN";"UN";13.00;19.500;1.000
5485;"9999";0;"XML";"XML";"UNIAO L 12MM - PUL12 UN";"UN";8.00;12.000;2.000
5486;"9999";0;"XML";"XML";"UNIAO Y 12MM- PY12 UN";"UN";12.00;18.000;1.000
5487;"0410";62;"XML";"XML";"MANDRIL 20MM";"PC";105.50;158.250;1.000
5488;"0409";62;"XML";"XML";"CHAVE P/MANDRIL [20MM]";"PC";10.23;15.345;2.000
5494;"9999";0;"XML";"XML";"CAMERA HILOOK THC-B110-P(2.8MM)";"UND";99.51;149.265;3.000
5495;"9999";0;"XML";"XML";"CONECTOR CNJ-KRE-P4";"UND";1.00;1.500;28.000
5497;"9999";0;"XML";"XML";"SENSOR DE DETEC. MIC. INFRAVERMELHO IRD-640 PET V2";"UND";85.60;128.400;4.000
5498;"9999";0;"XML";"XML";"CABO CFTV 4 PARES TORCIDOS CCA BRANCO 300 MTS";"UND";243.96;365.940;1.000
5499;"9999";0;"XML";"XML";"FONTE FIC 12 ~14V 10A - GARRA - DESKTOP - PR1363";"UND";186.09;279.135;1.000
5500;"9999";0;"XML";"XML";"RODA R 312 BPN SCHIOPPA COLSON";"UN";9.80;14.700;2.000
5501;"9999";0;"XML";"XML";"REDE ELASTICA BAGAG.MOTO 35X35 C6 BELENUS";"UN";15.72;23.580;1.000
5502;"9999";0;"XML";"XML";"CONTATOR AUX. TESYS CA2 KN22M7 220VAC SCHNEIDER";"UN";191.13;286.695;1.000
5506;"9999";0;"XML";"XML";"CURVADOR TUBO MOT C/PROLONGADOR 3/4 A 2'";"UN";50000.00;75000.000;1.000
5507;"9999";0;"XML";"XML";"CABO COAXIAL 4MM DUPLA BLINDAGEM + BIPOLAR 26 100M";"UND";93.09;139.635;3.000
5508;"9999";0;"XML";"XML";"PARAF.PHILLIPS A.A INOX CAB.CHATA 5.5X50 CISER 108";"UN";0.81;1.214;28.700
5509;"9999";11;"XML";"XML";"PERFIL ENRIJ. 75X25X15X2,70 GALV";"KG";10.29;15.750;10027.000
5510;"9999";0;"XML";"XML";"PARAF SEXT S.P 3/8 X 2-1/2";"UNID";0.54;0.807;500.000
5511;"9999";0;"XML";"XML";"JOELHO MACHO INST.12X1/2 BSP";"UNIDAD";16.00;24.000;1.000
5512;"9999";0;"XML";"XML";"ACOPLAMENTO V- E-050 AG";"UNIDAD";130.00;195.000;1.000
5513;"9999";0;"XML";"XML";"TEE IGUAL INST. 12MM";"UNIDAD";8.00;12.000;1.000
5514;"9999";0;"XML";"XML";"JOELHO IGUAL INST. 12MM";"UNIDAD";7.00;10.500;1.000
5515;"9999";0;"XML";"XML";"CONECTOR MACHO INST.12X1/2 BSP";"UNIDAD";19.00;28.500;1.000
5516;"9999";0;"XML";"XML";"CABO COAXIAL 4MM DUPLA BLINDAGEM + BIPOLAR 26 AWG";"UND";260.40;390.600;1.000
5517;"9999";0;"XML";"XML";"FECH.AUXILIAR 1004 INOX ROSETA STAM";"UN";55.60;83.400;2.000
5520;"9999";0;"XML";"XML";"ARRUELA INOX LISA FUNILEIRO 1/2 CISER";"CT";408.40;612.600;0.050
5528;"9999";0;"XML";"XML";"PUXADOR ALCA 100MM CR ZAMAC CRIATIVA";"UND";10.36;15.540;9.000
5529;"9999";0;"XML";"XML";"SAPATILHA P/CABO DE ACO 3/8'";"UND";2.45;3.675;9.000
5530;"9999";0;"XML";"XML";"REBITE ALUMINIO 310 1/8 X 3/8";"UNI";0.10;0.155;40.000
5531;"9999";0;"XML";"XML";"CLIPS P/CABO DE ACO 5/16'";"UND";1.84;2.760;60.000
5532;"9999";0;"XML";"XML";"DOBRADICA GONZO 3/8";"UND";1.42;2.850;22.000
5537;"9999";0;"XML";"XML";"CENTRAL DE ALARME PROT R/I SMARTCLOUD-32";"UND";223.00;334.500;1.000
5538;"9999";0;"XML";"XML";"FITA ISOLANTE PRETA 30M POTE COM 20 UN";"UND";10.00;15.000;1.000
5539;"9999";0;"XML";"XML";"GRAMPO CLAMP C4 BRANCO";"UND";4.82;7.230;2.000
5544;"9999";0;"XML";"XML";"BOTA COURO BID PT BIC/PVC 40 FORTLINE";"PR";55.00;82.500;1.000
5547;"0316";106;"";"";"TAMPA P/CX GORDURA 38 X 42 CM";"UNID";39.24;120.250;0
5555;"9999";0;"XML";"XML";"TUBO GALV.C/R 3,75 4' NBR5580 TUPER";"PC";862.00;1293.000;1.000
5556;"9999";0;"XML";"XML";"AR COND SPLIT 9000BTUS ECO STAR INVERTER ELGIN - 0";"UN";1799.00;2698.500;1.000
5557;"0409";2;"XML";"XML";"CONECTOR PNEUMATICO 12MM X 1/2";"UN";11.00;16.500;2.000
5558;"9999";0;"XML";"XML";"BITS PONTA PH2 X 49 POWERBIT IW12898 IRWIN";"UN";8.95;13.425;1.000
5559;"9999";0;"XML";"XML";"PARAF.PHILLIPS A.A CAB.CHATA 4.2X16 CISER";"UN";0.11;0.159;100.000
5560;"9999";0;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.1/4X1 CISER";"UN";0.35;0.532;50.000
5561;"9999";0;"XML";"XML";"ESCALA DE ACO INOX 1000MM ZAAS";"UN";73.48;110.220;1.000
5562;"9999";0;"XML";"XML";"PARAF.SEXT.UNC G.5 3/4X6.1/2 CISER";"UN";17.46;26.190;1.000
5563;"9999";0;"XML";"XML";"GRAXEIRO RETA M10X1.00M VONDER";"UN";1.71;2.565;4.000
5564;"9999";0;"XML";"XML";"CHAVE ALLEN LONGA 12MM GEDORE";"UN";41.84;62.760;1.000
5565;"9999";0;"XML";"XML";"PARAF.ALLEN CAB.CILIND.MA 12X 50 CISER";"UN";3.96;5.940;1.000
5566;"9999";0;"XML";"XML";"REPARADOR DE PNEUS AUTO 300ML/220G";"UN";50.13;75.195;1.000
5567;"9999";0;"XML";"XML";"CONTRA PINO FE ZNB DIN94 4X40MM";"UN";0.54;0.810;200.000
5568;"0101";16;"XML";"XML";"FECHADURA BICO DE PAPAGAIO CL.90";"UN";54.81;82.215;1.000
5569;"9999";0;"XML";"XML";"PERFIL U DO ENR 3X1.1/2 CH12 2.65MM 6MT (UN:4)";"KG";8.81;13.215;84.000
5570;"9999";0;"XML";"XML";"SOLMIG 210 M SET,.";"CDA";4540.01;6810.015;1.000
5571;"9999";0;"XML";"XML";"VARETA INOX WIT 308L 1,60MM";"KG";105.00;157.500;0.100
5572;"9999";0;"XML";"XML";"BARRA DE TERRA 12 FUROS VERDE P/TRILHO";"UN";73.90;110.850;1.000
5573;"9999";0;"XML";"XML";"PROTETOR DE SURTO DPS 20KA 275V STECK";"UN";52.90;79.350;4.000
5574;"9999";0;"XML";"XML";"QUADRO SOB PRACTIBOX 12 DIN BR CEMAR";"UN";69.90;104.850;1.000
5576;"";0;"";"";"PORTA SHAFT  60,3 x 55";"UNID";54.63;141.000;0
5581;"9999";0;"XML";"XML";"RODA ALGODAO COSTURADA 20CM";"UN";50.00;75.000;1.000
5582;"9999";0;"XML";"XML";"FLAP DISC R822 0120 FD 115X22 NORTON";"UN";24.00;36.000;1.000
5585;"9999";0;"XML";"XML";"BLOCO CONTATO AZ BFB-31";"PC";68.00;102.000;2.000
5586;"9999";0;"XML";"XML";"CONTATOR CWB32-11-30C03";"PC";486.00;729.000;2.000
5587;"9999";0;"XML";"XML";"INTERTRAVAMENTO MECANICO IM1";"PC";22.50;33.750;1.000
5588;"9999";0;"XML";"XML";"BARRAS DE CREMALHEIRA 1,50MT LINHA POP CUSTOM";"UND";27.82;41.730;1.000
5589;"9999";0;"XML";"XML";"COMPUTADOR FLYPC INTEL I3-4130/8GB/SSD240/LINUX";"UND";1299.00;1948.500;1.000
5590;"9999";0;"XML";"XML";"ESTABILIZADOR 300VA MCM SAVE PRO 2.0 PRETO BIVOLT/";"UND";179.00;268.500;1.000
5591;"9999";0;"XML";"XML";"MONITOR LED 18.5 AOC WIDESCREEM VGA HDMI PRETO E97";"UND";549.00;823.500;1.000
5592;"9999";0;"XML";"XML";"CABO HDMI PARA HDMI V2.0 PLUSCABLE 3.0MT PRETO PC-";"UND";26.00;39.000;1.000
5606;"0316";53;"";"";"TAMPA DE ATER SEXT S/ FORRA 20CM";"UNID";46.38;97.000;14.000
5613;"9999";0;"XML";"XML";"MOUSE PAD APOIO PULSO GEL FORTREK ERG-102 PRETO";"UND";28.95;43.425;1.000
5614;"9999";0;"XML";"XML";"MOUSE PAD APOIO PULSO GEL C3 TECH MP-100 GRANDE PR";"UND";34.94;52.410;1.000
5615;"9999";0;"XML";"XML";"CABO EXTENSOR USB 3.0 AM/AF 1.80MT GVBRASIL CBU.08";"UND";24.96;37.440;2.000
5616;"9999";0;"XML";"XML";"CABO VGA MACHO PARA VGA MACHO C/ FILTRO 1.4MT GVBR";"UND";14.98;22.470;1.000
5617;"9999";0;"XML";"XML";"APOIO PARA OS PES AP25 PRETO MASTICMOL";"UND";68.89;103.335;2.000
5618;"9999";0;"XML";"XML";"NOTEBOOK LENOVO IDEAPAD 3 15ITL6 I3-1115G4/8GB/SSD";"UND";2999.00;4498.500;1.000
5619;"9999";0;"XML";"XML";"REMENDO R-01 ECO CX 100 VIPAL";"PC";0.60;0.900;9.000
5620;"9999";0;"XML";"XML";"BOBINA CJX1B 40/43 380V 06004";"UN";30.00;45.000;2.000
5625;"9999";0;"XML";"XML";"CORREIA MV B 097";"UN";31.95;47.925;2.000
5626;"9999";0;"XML";"XML";"PARAF.ALLEN S/CAB. 5/16X5/16 UNF.";"PC";1.00;1.500;12.000
5627;"9999";0;"XML";"XML";"MAKITA ROTOR - GA4530";"UN";114.00;171.000;2.000
5628;"9999";0;"XML";"XML";"ROLAMENTO 6203-ZZ SKF";"UN";20.29;30.435;1.000
5629;"9999";0;"XML";"XML";"BROCA ACO RAP 12.00MM";"UN";34.34;51.510;5.000
5630;"9999";0;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.5/32X1/2";"UN";10.75;16.125;0.040
5631;"9999";0;"XML";"XML";"PARAF.ALLEN CAB.CIL.1/4X1 CISER";"UNID";60.80;91.200;0.100
5632;"9999";0;"XML";"XML";"BOTA VULCAFL.PT PVC C/MED S/F 40";"PR";40.00;60.000;1.000
5633;"9999";0;"XML";"XML";"JOELHO 90 ESGOTO 50MM AMANCO";"UN";1.65;2.475;3.000
5634;"9999";0;"XML";"XML";"REDUCAO EXC.ESGOTO 100X75MM AMANCO";"UN";8.40;12.600;1.000
5635;"9999";0;"XML";"XML";"TE RED. ESGOTO 100X50MM AMANCO";"UN";8.83;13.245;1.000
5636;"9999";0;"XML";"XML";"TUBO ESGOTO PVC 50MM 6M AMANCO";"UN";59.90;89.850;3.000
5637;"9999";0;"XML";"XML";"VENTOINHA WEG  90";"UN";8.00;12.000;2.000
5638;"9999";0;"XML";"XML";"MOLA DA PARTIDA ITC-520 LARGA";"UND";25.00;37.500;2.000
5639;"0106";82;"XML";"XML";"PARAF.ALLEN CAB.CIL.3/16X3/4'";"UN";0.60;0.900;25.000
5640;"9999";0;"XML";"XML";"CHAVE ALLEN   3/32'";"PC";5.00;7.500;1.000
5645;"9999";0;"XML";"XML";"TAMPA DEFLETORA 080 WE-013 (SIMILAR) WEG";"UN";30.00;45.000;2.000
5649;"0143";18;"XML";"XML";"TUBO GALV. RET. 40 X 80 CH.18";"KG";11.13;16.695;27.840
5650;"9999";0;"XML";"XML";"RODIZIO POLIURETANO FIXO FL  210 BPA LARANJA";"PC";17.00;25.500;2.000
5651;"9999";0;"XML";"XML";"RODIZIO POLIURETANO GIRAT.GL  210 BPA C/FREIO LARA";"PC";27.00;40.500;2.000
5652;"9999";0;"XML";"XML";"ANEL ELASTICO 502032";"PC";1.00;1.500;20.000
5653;"9999";0;"XML";"XML";"BARRA REDONDA DE NITANYL 60 MM";"KG";98.82;148.230;1.700
5654;"9999";0;"XML";"XML";"TRIZETA PALIO/SIENA/WEEK/STRADA/FIORINO/BRAVA/MARE";"UN";70.00;105.000;1.000
5655;"9999";0;"XML";"XML";"KIT EMBREAGEM UNO/PALIO/SIENA/PUNTO/DOBLO/G.SIENA";"UN";350.00;525.000;1.000
5656;"9999";0;"XML";"XML";"COXIM MOTOR PALIO/SIENA/WEEKEND FIRE L.E (SAMPEL)";"UN";90.00;135.000;1.000
5657;"9999";0;"XML";"XML";"ORINGUE OLEO/BOBINA FIRE (BASTOS)";"UN";5.00;7.500;1.000
5658;"9999";0;"XML";"XML";"SOQUETE MAGNETICO 5/16^ JOMARCA";"UN";5.05;7.575;3.000
5659;"9999";0;"XML";"XML";"MASSA PLASTICA PRETA 1KG IBERE";"UN";26.22;39.330;1.000
5660;"9999";0;"XML";"XML";"POLIA DE ALUMINIO A1 60";"UN";13.76;20.640;4.000
5661;"0307";106;"";"";"GANGORRA PLAYGROUND  M";"UNID";1086.42;2671.900;0
5662;"0307";106;"";"";"BALANCO PLAYGROUND M";"UNID";215.45;458.330;1.000
5664;"9999";0;"XML";"XML";"GUIA TEFLON PRETO C/ PONTEIRA 1,2-1,6MM-3,5M / UN";"UN";145.00;217.500;1.000
5665;"0324";106;"";"";"CAIXA DE HIDRANTE 70X70X27 SOBREPOR";"UNID";98.12;300.000;0
5666;"9999";0;"XML";"XML";"PARAF.ALLEN S/CAB.INOX MA 08X12 CISER 120";"UN";1.01;1.519;24.240
5667;"9999";0;"XML";"XML";"TRAVA ROLAMENTO ORBIFIX 10GR ORBI QUIMICA";"UN";9.50;14.250;1.000
5668;"9999";0;"XML";"XML";"VENTUINHA 120 X 120 X 38 110/220V 21008 # # #";"UN";77.90;116.850;1.000
5669;"9999";0;"XML";"XML";"PERFIL ENRIJ. 75 X 25 X 15 X 2.00";"KG";9.03;13.545;177.480
5672;"0409";15;"XML";"XML";"REBOLO DE ESMERIL RETO 6X3/4 G-46 ALCAR";"UN";35.44;53.160;1.000
5673;"9999";0;"XML";"XML";"PORCA BORBOLETA  08MM ZINC CISER";"UNID";0.74;1.104;5.000
5674;"9999";0;"XML";"XML";"REBITE ALUMINIO N-419 5/32X3/4 NEW-FIX/JOMARCA";"UNID";0.11;0.166;200.000
5675;"9999";0;"XML";"XML";"CAPA DE RASPA 13CM COSTURADA";"MT";26.00;39.000;12.000
5676;"9999";0;"XML";"XML";"MOLINETE PRO   100 1ROL. TECFISH";"UN";33.68;50.520;1.000
5677;"0318";53;"";"";"FORMA PINGADEIRA DUAS AGUAS 100X20";"UNID";95.44;350.000;0
5681;"0101";13;"XML";"XML";"TUBO GALV. RED. 4 CH11 (4,50) C/ROSCA";"PC";913.20;1826.400;1.000
5682;"9999";0;"XML";"XML";"LUVA DE VEDACAO 5/8";"PC";8.57;12.855;100.000
5683;"9999";0;"XML";"XML";"APRUMADOR 2800 - 3300 (2 FUSOS)";"PC";227.17;340.755;10.000
5686;"9999";0;"XML";"XML";"CABO RIG.1KV 10.00MM PT HEPR SIL - METRO";"MT";8.63;12.945;20.000
5687;"9999";0;"XML";"XML";"CABO FLEX.1KV 16.00MM PT HEPR SIL -METRO";"MT";12.11;18.165;135.000
5688;"9999";0;"XML";"XML";"CABO FLEX.1KV 16.00MM AZ HEPR SIL -METRO";"MT";12.11;18.165;45.000
5689;"9999";0;"XML";"XML";"TERMINAL COMPRESSAO 35MM DECORLUX";"UN";2.46;3.690;8.000
5690;"9999";0;"XML";"XML";"HASTE DE TERRA DE ACO-COBRE IH-858X2,4M";"UN";50.12;75.180;4.000
5691;"9999";0;"XML";"XML";"CONECTOR GTDU 3/8 4-2/0 INTELLI";"UN";34.90;52.350;5.000
5696;"9999";0;"XML";"XML";"PAINEL WALL 2,50X1,20 40MM ETERNIT";"CH";600.00;900.000;25.000
5697;"9999";0;"XML";"XML";"PARAF.SEXT.AUTO-BROCANTE 12X2.1/2 DACROMET JOMARCA";"UN";0.63;0.947;300.000
5698;"9999";0;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.5/16X1/2 CISER";"UN";0.43;0.643;100.000
5703;"9999";0;"XML";"XML";"ELETRODUTO ROSCA DE 2' PVC AMANCO";"UN";38.00;57.000;2.000
5704;"9999";0;"XML";"XML";"CONDULETE DE ALUMINIO LR C/ROSCA 2 TRAM";"UN";59.90;89.850;2.000
5705;"9999";0;"XML";"XML";"ABRACADEIRA TIPO D 2' TRAMONTINA";"UN";5.70;8.550;6.000
5706;"9999";0;"XML";"XML";"CONECTOR RETO P/BOX 2' TRAMONTINA";"UN";15.90;23.850;5.000
5707;"9999";0;"XML";"XML";"LUVA P/ELETRODUTO ROSCA DE PVC 2'";"UN";3.70;5.550;2.000
5709;"0125";13;"XML";"XML";"CHAPA PRETA (2.65) 12 (6X120)";"KG";6.05;9.075;1528.000
5721;"9999";0;"XML";"XML";"TUBO PU 8X1,5 AZUL";"UN";4.50;6.750;4.000
